id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
8177566,8177566,20120515,20080828,"Electrical connection apparatus for conductive contacts, in particular blade contacts",439135,H01R13/44, Bielefeld DE  Olpe DE  Bad Arolsen-Wetterburg DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8177566,"Boensch Matthias, Holterhoff Klaus, Beck Thorsten","","",Solar Mounting/Rack,"3963301, 4517625, 4542441, 7144256, 7833068, 2005/0224109, 202005007592"
8307997,8307997,20121113,20080830,Mounting device for disk-shaped substrates such as solar wafers,211 4118,A47G19/08, Berlin DE  Kleinmachnow DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8307997,"Jonas Stefan, Redmann Lutz","","",Solar Mounting/Rack,"2436687, 4566839, 4960212, 4981222, 4993559, 5505316, 5534074, 5617951, 6536588, 7007812, 7237685, 2003/0121533, 2004/0022607, 2006/0027513, 2007/0125726, WO 03041880"
8205400,8205400,20120626,20080812,Solar panel roof kit," 521733,  523021,  52533,  52539, 136244",E04D13/18, Rochester MI US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8205400,Allen Gary E,"","",Solar Mounting/Rack,"4450665, 4572161, 4930287, 5651837, 5878543, 5946876, 6232544, 6298625, 6465724, 6521821, 6534702, 6541693, 6552258, 6606830, 6960716, 6971756, 7775009, 2001/0034982, 2001/0050102, 2002/0083672, 2003/0154666, 2003/0192282, 2005/0229924, 2010/0154784, 2002-170978, 2002-170979, 2002-270886, 2002-276086, 2003-279165"
7987641,7987641,20110802,20070907,Mounting system for a solar panel," 521733,  525861","E04D13/18, E04B2/00, H01L31/042", Saratoga CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7987641,Cinnamon Barry,"","",Solar Mounting/Rack,"510315, 511576, 516017, 519444, 562225, 564958, 565505, 3630253, 4112922, 4146785, 4154223, 4219011, 4271825, 4429872, 4570408, 4691818, 4718185, 4966631, 5046791, 5127762, 5143556, 5144780, 5164019, 5164020, 5203135, 5205694, 5232518, 5316592, 5497587, 5505788, D374169, 5571338, 5596981, 5628580, D387655, 5706617, 5746029, 5746839, 5960790, 6061978, 6093884, 6105317, 6111189, 6148570, 6201180, 6207889, 6269596, 6274402, 6295818, 6313395, 6337283, 6360491, 6370828, 6387726, 6423568, 6465724, 6495750, 6501013, 6523320, 6534702, 6534703, 6568873, 6570084, 6586668, 6670541, 6672018, 6675545, 6675580, 6676326, 6722357, 6761008, 6784360, 6809251, 6809253, 6935623, 6959517, 6993917, 7043884, 7172184, 7328534, 7339110, 7406800, 7435897, 7592537, 7634875, 7774998, 2002/0046506, 2002/0078991, 2003/0010372, 2003/0015637, 2003/0070368, 2003/0175071, 2004/0063265, 2004/0163338, 2004/0179892, 2006/0005875, 2006/0118163, 2007/0079865, 2007/0102036, 2008/0029144, 2009/0078299, 3111969, 44 44 439, 2970348, 47-023570, 47-057885, 57-077856, 58-133945, 59-191748, 2-42449, 04-052367, 06-069527, 6-41156, 10-159284, 10-176403, 10-317619, 10-317621, 11-002004, 11-002011, 11-006262, 11-040835, 11-222991, 2000-150947, 2000-345664, 2001-148493, 2001-210853, 2002-294957, 2003-227207, WO2005116359"
8341900,8341900,20130101,20080418,Structure for mounting on a building wall frames for holding panels such as photovoltaic panels," 52235,  521733,  5250608,  52511,  52667,  52668","E04D13/18, F24J2/52", Eragny FR  Vernet les Bains FR ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8341900,"Reyal Jean-Pierre, Jautard Yves","","",Solar Mounting/Rack,"690121, 1214928, 1789280, 3190208, 3745735, 3844087, 4068439, 4194325, 4276731, 4492066, 4621472, 4683693, 4850167, 5092087, 5369924, 6065255, 7428801, 2010/0037549, 2010/0162641, 2011/0302857, 203 04 676, 0 002 432, 0 949 686, 1 341 240, 08-312088, 10-122125, 00/12839"
8220210,8220210,20120717,20090626,Photovoltaic module and module arrays," 521733, 136251, 136244, 126623","E04D13/18, H01L31/042", El Cerrito CA US  Berkeley CA US  Oakland CA US  Berkeley CA US  Oakland CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8220210,"Botkin Jonathan, Graves Simon, Lenox Carl J. S., Culligan Matthew, Danning Matt","","",Solar Mounting/Rack,"4089705, 4139399, 4196720, 4226256, 4378006, 4392009, 4421943, 4677248, 4707204, 5316592, 5497587, 5571338, 5672036, 6046399, 6105316, 6111189, 6148570, 6201181, 6453629, 6537006, 6570084, 6606823, 6617507, 6619003, 6672018, 6703555, 6803515, 6809251, 6809253, 6959517, 7155870, 7178295, 7297866, 7531741, 2003/0094193, 2004/0094194, 2004/0128923, 2004/0154655, 2004/0261955, 2005/0126621, 2005/0217716, 2006/0053706, 2006/0090789, 2006/0196128, 2007/0144575, 2007/0151594, 2007/0196195, 2008/0087320, 2009/0113822, 2009/0242014, 20120983, 102005039495, 102006026297, 0698928, 1548846, 2031324, 11324234, 2006274591, 1029160, WO-03098126, 2007/079382, WO-2007103882, WO-2008108909"
7808127,7808127,20101005,20080804,Multile input channel power control circuit,"307 84, 307 72, 307 80, 307 82, 323267","H02J1/00, G05F1/577", McKinney TX US  Plano TX US  McKinney TX US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7808127,"Teggatz Ross E., Chen Wayne T., Smith Brett E.","","",Solar Monitoring,"4006401, 5332979, 5430604, 6373231, 7148587, 7230819, 7256568, 7498694, 2006/0137348, 2009/0261657, 2009/0295229"
8219259,8219259,20120710,20090603,Maintaining uniform power consumption from an electric utility by a local load in a power distribution system,"700295, 700286, 700291, 700297, 702 61, 702 62, 702 63","G05D3/12, G05D5/00, G05D9/00, G05D11/00, G05D17/00, G01R21/00, G01R21/06, G01R31/36", Austin TX US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8219259,Haugh Julianne F.,"","",Solar Monitoring,"4235221, 4620283, 5430430, 6681156, 6785592, 6865685, 6900566, 6925361, 6963802, 7043380, 7051529, 7142949, 7274974, 7274975, 7397142, 7519658, 7783390, 7797084, 2006/0277457, 2008/0021976, 2008/0167756, 2008/0222097, 2008/0272934, 2009/0094345, 2009/0112935, 2009/0172635, 2009/0187499, 2009/0217287, 2009/0240449, 2009/0276263, 2009/0276500, 2010/0076615, 2010/0094479, 2010/0145542, 2010/0145884, 2010/0174418, 2010/0191489, 2010/0198421, 2010/0250014, 2010/0293045, 2010/0312412"
8295989,8295989,20121023,20090212,Local power tracking for dynamic power management in weather-sensitive power systems,"700291, 700295, 706 46",G06F19/00, Moraga CA US  Sonora CA US  Oakland CA US  Oakland CA US  Palo Alto CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8295989,"Rettger Philip, Keshner Marvin, Pligavko Alexandra Katrina, Moore Jackson, Littmmann Bodo W.","","",Solar Monitoring,"4345584, 5117359, 6037758, 6106970, 6512966, 6529839, 7509190, 7580817, 2002/0019758, 2003/0006613, 2005/0039787, 2006/0208571, 2007/0236187, 2008/0249665, 2009/0055300, 2009/0146501, 2010/0072818, 2010/0138063, 2010/0145532, 2010/0198420, 2010/0231045, 2010/0309330, 2011/0060475, 2011/0066299, 2011/0307109, 2012/0155704"
8242634,8242634,20120814,20080718,High efficiency remotely controllable solar energy system,307 82,H02J3/00, Wilson WY US  Wellington CO US  Fort Collins CO US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8242634,"Schatz Douglas S., Porter Robert M., Ledenev Anatoli","","",Solar Inverter,"3900943, 4127797, 4168124, 4218139, 4222665, 4249958, 4274044, 4341607, 4375662, 4390940, 4395675, 4404472, 4409537, 4445030, 4445049, 4513167, 4528503, 4580090, 4581716, 4619863, 4626983, 4649334, 4725740, 4749982, 4794909, 4873480, 4896034, 4899269, 4922396, 5027051, 5028861, 5179508, 5270636, 5401561, 5402060, 5493155, 5493204, 5503260, 5646502, 5648731, 5659465, 5669987, 5689242, 5741370, 5747967, 5782994, 5801519, 5896281, 5898585, 5923100, 5932994, 6046401, 6081104, 6124769, 6162986, 6180868, 6181590, 6191501, 6218605, 6218820, 6219623, 6262558, 6278052, 6281485, 6282104, 6314007, 6331670, 6351400, 6369462, 6433522, 6433992, 6441896, 6448489, 6493246, 6515215, 6545211, 6545868, 6593521, 6624350, 6670721, 6686533, 6686727, 6750391, 6791024, 6804127, 6889122, 6914418, 6914420, 6920055, 6952355, 6958922, 6984965, 6984970, 7019988, 7046531, 7068017, 7072194, 7091707, 7092265, 7158395, 7193872, 7227278, 7248946, 7274975, 7333916, 7365661, 7471073, 7479774, 7514900, 7596008, D602432, 7605498, 7619323, 7663342, 7719140, 7768155, 7786716, 7807919, 7834580, 7843085, 7919953, 7962249, 8004116, 8093756, 8106765, 2001/0007522, 2001/0032664, 2002/0195136, 2003/0062078, 2003/0075211, 2003/0117822, 2004/0095020, 2004/0100149, 2004/0135560, 2004/0159102, 2004/0164557, 2004/0207366, 2004/0211456, 2005/0002214, 2005/0068012, 2005/0105224, 2005/0109386, 2005/0121067, 2005/0162018, 2005/0169018, 2005/0254191, 2006/0017327, 2006/0103360, 2006/0162772, 2006/0171182, 2006/0174939, 2007/0024257, 2007/0035975, 2007/0044837, 2007/0069520, 2007/0111103, 2007/0119718, 2007/0133241, 2007/0159866, 2007/0165347, 2007/0171680, 2007/0236187, 2008/0036440, 2008/0062724, 2008/0097655, 2008/0101101, 2008/0111517, 2008/0123375, 2008/0136367, 2008/0143188, 2008/0144294, 2008/0147335, 2008/0150366, 2008/0164766, 2008/0186004, 2008/0236648, 2008/0238195, 2008/0247201, 2008/0257397, 2009/0039852, 2009/0078300, 2009/0114263, 2009/0120485, 2009/0133736, 2009/0140715, 2009/0141522, 2009/0145480, 2009/0146505, 2009/0146667, 2009/0146671, 2009/0147554, 2009/0150005, 2009/0160258, 2009/0206666, 2009/0218887, 2009/0234692, 2009/0237042, 2009/0237043, 2009/0273241, 2009/0283128, 2009/0283129, 2009/0284078, 2009/0284232, 2009/0284240, 2009/0284998, 2010/0001587, 2010/0026097, 2010/0027297, 2010/0038968, 2010/0117858, 2010/0118985, 2010/0127570, 2010/0127571, 2010/0132758, 2010/0139732, 2010/0139734, 2010/0139743, 2010/0195361, 2010/0229915, 2010/0246230, 2010/0253150, 2010/0308662, 2011/0067745, 2011/0095613, 2011/0115300, 2011/0127841, 2011/0160930, 2011/0175454, 2011/0181251, 2011/0193515, 2011/0316346, 0677749, 0677749, 0824273, 0964415, 0964457, 0964457, 00978884, 0780750, 1120895, 612859, 612859, 310362, 612859, 1231961, 5050197, 2415841, 2415841, 2419968, 2421847, 2434490, 56042365, 60027964, 60148172, 62154121, 05003678, 06035555, 06141261, 07026849, 07222436, 08033347, 8046231, 08066050, 08181343, 08204220, 09097918, 9148613, 2000020150, 20011086765, 2002231578, 2002231578, 2007104872, 2007225625, 27058845, 2007058843, 1020050071689, 1020060060825, 1020070036528, 1020080092747, 90/03680, 9003680, 020073785, 2003036688, 2004100344, 2004100348, 2004107543, 2005027300, 2005036725, 2005076445, 2006005125, 2006013600, 2006013600, 2006048688, 2006048689, 2006048689, 2006071436, 2006078685, 2006090675, 2006117551, 2006137948, 2007007360, 2007008429, 2007080429, 2007142693, 2008125915, 2008125915, 2008132551, 2008132551, 2008132553, 2008142480, 2008142480, 2008142480, 2008069926, 2009007782, 2009007782, 2009007782, 2009051853, 2009051854, 2009051870, 2009055474, 2009059028, 2009059028, 2009064683, 2009064683, 2009072075, 2009072075, 2009072075, 2009072076, 2009072076, 2009072077, 2009073867, 2009073868, 2009075985, 2009075985, 2009114341, 2009114341, 2009118682, 2009118682, 2009118682, 2009118683, 2009118683, 2009118683, 2009136358, 2009136358, 2009140536, 2009140536, 2009140539, 2009140539, 2009140543, 2009140543, 2009140551, 2009140551, 2010014116, 2010062410, 2010062662, 2010062662, 2010065043, 2010002960, 2011049985"
8259479,8259479,20120904,20101221,Methods and systems for operating a two-stage power converter,"363 97, 363131",H02M7/537, Roanoke VA US  Daleville VA US  Roanoke VA US  Roanoke VA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8259479,"Wagoner Robert Gregory, Smith David, Ritter Allen Michael, Shepard Mark E.","","",Solar Inverter,"4533986, 5801519, 6809942, 7855906, 8085564, 2005/0110454, 2007/0103108, 2256579, 2395644, 20070078524"
7706990,7706990,20100427,20071030,Systems and methods for measuring utilized generation of at-premise renewable power systems,"702 62, 702188, 700286",G01R21/00, 2787 Route 9 Cold Spring NY 10516 US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7706990,Herzig Michael,"","",Solar Monitoring,"3872286, 4752697, 6311137, 7133787, 2002/0033020, 2002/0143693, 2004/0103056, 2004/0138977, 2004/0148336, 2004/0177027, 2006/0271214, 2007/0162367, 2008/0091625, 2008/0215500, WO 0225987, WO 2006119113"
7884500,7884500,20110208,20090422,High voltage array converter,"307 52, 307 44, 307 69, 307 71, 307 77, 307 78, 307 82, 307 87",H02J1/10, Cupertino CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7884500,Kernahan Kent,"","",Solar Inverter,"5677833, 6259017, 6750391, 6969967, 7161082, 7576449, 7596008, 7719864, 2005/0139259, 2006/0185727, 2008/0078436, 2009/0290393, 2010/0149847, 2010/0164288"
8373308,8373308,20130212,20110909,Device and method for generating alternating current,"307 82, 323361","H02J3/00, H01F38/38, H01F30/12", Kassel DE  Wolfenbuettel DE  Kaufungen DE  Kassel DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8373308,"Cramer Guenther, Engel Bernd, Greizer Frank, Laschinski Joachim Ralf","","",Solar Inverter,""
7913181,7913181,20110322,20091026,Method and apparatus for monitoring a power system,"715772, 700286, 3408154","G06F3/048, G08B5/00", Bihar IN  Karnataka IN  Kerala IN ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7913181,"Kumar Vivek, A Hemanth Kumar, Jose Chery","","",Solar Monitoring,"5049873, 5909061, 6003508, 6882904, 2004/0030457, 2004/0260404, 2007/0124619, 2009/0216387, 2009/0231342, 2010/0043870, 2010/0082171, 2010/0138066, 69534334, 0457445, 0715435, 8907377"
8362739,8362739,20130129,20091130,Control apparatus for photovoltaic modules,"320101, 320107, 320114, 136244, 136252","H02J7/00, H01L31/042", Santa Giustina IT  Sedico IT ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8362739,"Perot Mauro, D'Incà Fabio","","",Solar Monitoring,""
7873490,7873490,20110118,20051228,Solar access measurement device,"702127, 250200, 356218, 382103, 702  1","G06F19/00, G06F17/40", Bolinas CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7873490,MacDonald Willard S.,"","",Solar Site Assessment,"3305686, 4177566, 4288922, 4430000, 4445030, 4476494, 4505559, 4588295, 5317145, 5471219, 5625765, 5682332, 5742521, 5808583, 5815411, 5838330, 6301440, 6338027, 6680693, 7516557, 7690123, 2004/0135989, 2004/0169770, 2009/0049702, 2010/0061593, 2010/0139105"
8083540,8083540,20111227,20100604,Photovoltaic module connector assemblies having cable strain relief,439460,H01R13/58, Lancaster PA US  Jacobus PA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8083540,"Spicer Michael J., Wilson David T.","","",Solar Mounting/Rack,"5280133, 6582249, 7285006, 7291036, 7442077, 7762832, 7780472, 2004/0147172, 2008/0110490, 2009/0084570, 2010/0105245"
8184460,8184460,20120522,20090528,Solar inverter and control method,363 97,H02M7/44, Niskayuna NY US  Niskayuna NY US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8184460,"O'Brien Kathleen Ann, Teichmann Ralph","","",Solar Inverter,"5389158, 6111767, 6339538, 7072194, 7227278, 7986062, 8018748, 2005/0063115, 2006/0174939, 2008/0150366, 2008/0238195, 2009/0000654, 2009/0014050, 2009/0015071, 2009/0121549, 2010/0073969, 2010/0157632, 2011/0109346"
7411802,7411802,20080812,20050616,"Method of converting a direct current voltage from a source of direct current voltage, more specifically from a photovoltaic source of direct current voltage, into a alternating current voltage","363132, 363 40","H02M7/5387, H02M1/12", Niestetal DE  Kaufungen DE  Alheim DE  Kassel DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7411802,"Victor Matthais, Greizer Frank, Bremicker Sven, Hübler Uwe","","",Solar Inverter,"4686615, 4934822, 6031749, 6687136, 7120039, 7126294, 197 32 218, 102 21 592, 103 12 921"
7768751,7768751,20100803,20080129,System and method for ground fault detection and interruption,"361 42, 361 44",H02H3/16, Fort Collins CO US  Fort Collins CO US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7768751,"Gilmore Jack A., Seymour Eric","","",Solar Inverter,"6812396, 7053506, 7292419, 2001/0004322, 2001/0048605, 2002/0105765, 2005/0139259, 2006/0227472, 2006187150"
7745722,7745722,20100629,20060921,System for mounting a solar module on a roof or the like and method of installing,"136244, 136243, 136245, 136251,  521733","E04C1/42, H01L25/00", Woodbine MD US  Frederick MD US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7745722,"Warfield Donald B., Garvison Paul L.","","",Solar Mounting/Rack,"5647915, 6672018, 2005/0166383, 09 184249, WO 01/42063"
8191320,8191320,20120605,20091015,Photovoltaic panel clamp," 521733,  52698,  16252,  24457","E04D13/18, E04H14/00", Oakland CA US  Fairfax CA US  San Francisco CA US  Loss Altos Hills CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8191320,"Mittan Margaret Birmingham, Miros Robert H. J., Brown Malcolm P., Stancel Robert","","",Solar Mounting/Rack,"3947138, 5205072, 5356675, 5588181, 5732180, 5746839, 5867869, 6063996, 6099097, 6481055, 6560821, 6570084, 6766561, 6809251, 6968654, 7114292, 7188390, 7240400, 7305797, 2003/0070368, 2004/0250491, 2007/0120381, 2008/0083087"
7721492,7721492,20100525,20070906,Strut runner member and assembly using same for mounting arrays on rooftops and other structures," 521733,  521732,  52633,  526561, 136206, 136230, 136244, 136251","E04D13/18, E04C2/38, H01L35/00, H01L35/02, H01L31/042", Oakland CA US  San Francisco CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7721492,"Plaisted Joshua Reed, West Brian","","",Solar Mounting/Rack,"1159372, 1306434, 4029080, 4150660, 4336413, 4372292, 4636577, 4936063, 5338369, 5409549, 5524401, 5603187, 5740996, 5788204, 5986203, 6195066, 6201179, 6323478, 6521821, 7012188, 7293748, 7592537, 2003/0010372, 2003/0015637, 2003/0071177, 2003/0094193, 2003/0201009, 2004/0011354, 2004/0163338, 2005/0161074, 2006/0032527, 2006/0042682, 2006/0086382, 2006/0118163, 2006/0124167, 2007/0251567, 2008/0053517, 2009/0019796, 19804685, 0417303, 0587348, 0599497, 0614058, 0905795, 1873843, WO 0241407"
8446043,8446043,20130521,20121205,"Photovoltaic array systems, methods, and devices and improved diagnostics and monitoring","307 80, 307151",H02J1/00, Spicewood TX US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8446043, ,"","",Solar Monitoring,""
7884279,7884279,20110208,20060316,Solar tracker,"136246, 136243, 136244, 136245",H01L31/045, Monson MA US  Coventry CT US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7884279,"Dold Robert H., Nieter Jeffrey J.","","",Solar Mounting/Rack,"4256088, 4404565, 4830678, 4930493, 5022929, 5269851, 5317145, 5986203, 6080927, 6284968, 6662801, 6780365, 2002/0074034, 2002/0121298, 2003/0070705, 2004/0025931, 2004/0055631, 2005/0081908, 2005/0133082, 85203323, 2535033, 2004044502, WO 2004/070281, WO 2004/099682"
8165811,8165811,20120424,20110725,Computer-implemented system and method for determining point-to-point correlation of sky clearness for photovoltaic power generation fleet output estimation,"702  3, 702  1, 702  2, 702  5, 702189, 702194, 702198",G06F19/00, Napa CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8165811,Hoff Thomas E.,"","",Solar Site Assessment,2007/0084502
